baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GENE_SYMBOL
770.505743393555	-7.19137804350744	0.166379906256604	-43.2226355051332	0	0	GSTT2
13032.6008585223	-5.56942540439784	0.12739682630603	-43.7171440285263	0	0	RPL14P1
669.716083739398	-7.66749998010753	0.199101915119928	-38.5104280663953	0	0	TMEM14D
1552.4678045408	-8.1503132787537	0.186148640619534	-43.7838989939873	0	0	RP11-3D23.1
1788.77152829029	-6.78463796335205	0.17187015621216	-39.4753697377046	0	0	ITGB1P1
4688.09555489898	-6.54668987817136	0.177192908445063	-36.9466810812076	8.23442007923168e-299	2.70432079435434e-295	RPSAP8
70206.3758816661	-18.8000721605753	0.521105813585657	-36.0772642915161	5.1553296779392e-285	1.45122530433988e-281	CTB-36O1.3
426.299973723152	-5.31636492788111	0.148390453857059	-35.8268661473482	4.21637256546034e-281	1.03854526752995e-277	SLC4A1APP1
3723.89330666067	-5.10901944470065	0.143054635813777	-35.7137635955495	2.41735960406402e-279	5.29267455534238e-276	EIF3FP3
654.211657440557	-6.35261944735149	0.184060102553503	-34.5138319452196	4.97498445494578e-261	9.80320686847067e-258	TCP1P1
608.793618000465	-8.20124973319861	0.24013742111288	-34.1523186814915	1.23526521511751e-255	2.21280918762641e-252	RP11-344P13.3
257.435075062755	5.5313060466778	0.166653995255615	33.1903596922105	1.48299342140337e-241	2.43519878072945e-238	C17orf59
649.800800170769	-5.01337281306469	0.15122602001584	-33.1515225523992	5.384345731557e-241	8.16142558771775e-238	GSTT2B
4759.93171878449	-5.23361804183824	0.160139805808391	-32.6815560654564	2.85571434330233e-234	4.01941793819802e-231	RPSAP15
655.280614678196	4.18788845214183	0.129130109806095	32.4315410126304	9.86367647998351e-231	1.29575830025383e-227	TMEM203
8429.14085839012	-5.12832596529788	0.159433639018788	-32.1658967132623	5.2946564713287e-227	6.52070036047075e-224	EIF3CL
597.81952580731	-9.2305803061403	0.287935019824519	-32.0578591369881	1.70604068072844e-225	1.97750185963258e-222	NPIPB1P
6260.35421976593	-14.916664073724	0.468889634814675	-31.8127400696748	4.31471561819535e-222	4.72341506980775e-219	RPS26P2
395.887603703609	-6.7188020033877	0.211266994101373	-31.8024215375725	5.99282384295203e-222	6.21518914870367e-219	RP11-305M3.2
2440.33495988251	3.7340803402136	0.117741775942821	31.7141499719437	9.91555997774706e-221	9.76930546807529e-218	HNRNPH2
341.828863273668	5.37307187923478	0.169755194685014	31.6518848757747	7.14367698661305e-220	6.70315023910524e-217	USE1
513.047793969601	-7.35137228934997	0.238943361016478	-30.7661709372331	7.43204826837677e-208	6.65675050583474e-205	NPIPA7
423.160367603592	-5.7006567311674	0.185508084096257	-30.7299639201137	2.26525484544782e-207	1.94073246650214e-204	RP11-651P23.4
1163.60526963286	-5.6118925453118	0.183109402545759	-30.6477573914283	2.8309148561073e-206	2.32429905164977e-203	CBWD3
3233.39757858946	-14.5142823078296	0.475068547822772	-30.551974813631	5.32318819195139e-205	4.19573693289608e-202	EIF5AP3
224.98159906933	-6.24176479509906	0.20537083589303	-30.3926541855736	6.86878812910702e-203	5.20574884938669e-200	RP1-203P18.1
741.26801719497	-9.33098746562187	0.308648770970413	-30.23173374799	9.06994599407097e-201	6.61938095604328e-198	U2AF1
698.238719436789	-5.91516631854124	0.197181635520464	-29.9985660577775	1.02452744416328e-197	7.2101118882991e-195	RP11-347C12.1
497.692490270802	-6.71192015454816	0.224924055845132	-29.8408284046308	1.15463519633513e-195	7.84554708406339e-193	RGPD6
217.962477639049	-4.59644103226486	0.154769080298909	-29.698703535536	7.98038674940999e-194	5.24178402990413e-191	ARMC10P1
268.694711257298	-4.72871016603751	0.161617434662483	-29.2586636826206	3.48394552120283e-188	2.21455311275167e-185	RP11-82H13.2
481.238322589186	8.5403101850169	0.300585783191251	28.4122226086223	1.42834859242498e-177	8.79550281679193e-175	RP3-425C14.4
340.020684305879	-7.2072378460711	0.253806034620609	-28.3966370494087	2.22501847598872e-177	1.32860572937448e-174	RP11-490H24.5
601.870707446944	-6.11447871823976	0.217180932454107	-28.1538468830905	2.15012507441286e-174	1.2461239585678e-171	NPIPA8
1579.43671053609	-9.24923696649752	0.332292550013796	-27.8346203251127	1.65377901262784e-170	9.31077584109475e-168	RP3-347M6.2
720.547406124904	-4.83656027626633	0.174236031871032	-27.758668653831	1.36944407166102e-169	7.49580428668901e-167	RP11-231C14.4
976.686155068271	13.2967439335244	0.481590628119698	27.61005542288	8.42696337669467e-168	4.48792738750726e-165	PURB
861.119863414148	-4.52340674459107	0.164749857299272	-27.4562103952187	5.85721889861968e-166	3.03727627361318e-163	WASH4P
258.823130387346	-3.91672565808	0.142707335390465	-27.4458607706699	7.78468887049491e-166	3.93326395366929e-163	BMS1P11
8693.76013382222	-13.576476470797	0.496909379043639	-27.3218358182864	2.3344732333564e-164	1.1500198765822e-161	FP236383.4
1190.96002428545	-4.67963536566636	0.172155942705405	-27.1825374839032	1.04487586162265e-162	5.02177533006692e-160	CBWD7
543.789754383135	-12.5294957994248	0.464035674122308	-27.0011477525376	1.43273788857567e-160	6.72192859390087e-158	RPL7AP71
511.803652376663	-3.26653747323891	0.121250297712689	-26.9404490946422	7.38110145163145e-160	3.38243265359064e-157	FAM35BP
470.262871861279	2.05026823694168	0.0768462571122773	26.6801313946379	8.00481754077369e-157	3.58488476456695e-154	PRKRIP1
8693.17311113566	-15.6341982388251	0.591869524660885	-26.4149404343513	9.22960301004582e-154	4.04154060695451e-151	FP236383.12
818.296849299554	-12.7156221627085	0.481662736387306	-26.3994309754613	1.39093718256421e-153	5.95835156139735e-151	SMIM11
814.976619104182	-12.7094323453992	0.481885701878683	-26.3743711337566	2.69709782323096e-153	1.1307726086546e-150	SMIM11
7906.07896038488	-5.48511711475864	0.208574093388938	-26.2981707154314	2.0123660431136e-152	8.26118184990697e-150	SDHAP1
428.447714782887	-9.80025337730827	0.373596652390409	-26.2321766391712	1.14176729880486e-151	4.5915356373367e-149	CBWD6
794.41522970842	12.4313541731318	0.475845953351415	26.1247449633162	1.90881013376357e-150	7.52262073716224e-148	RPS3AP26
739.587666233009	-6.18122091144845	0.237524916242934	-26.0234631769177	2.6874690320299e-149	1.03836426031665e-146	CCDC74A
366.234135531204	-5.9966356220606	0.230706906507178	-25.9924408542751	6.02921156219157e-149	2.28472334294202e-146	FAM103A2P
8693.55806995898	-14.0362802542928	0.540786911879236	-25.9552883880208	1.58478770015944e-148	5.89212106257391e-146	FP671120.7
543.889293942006	-11.9826117482174	0.463910847894457	-25.8295571284928	4.12965483039547e-147	1.50694163764709e-144	RP11-463O9.1
164.863643135915	4.85454218261954	0.189644071514034	25.5981752757312	1.59860588400162e-144	5.72736889895491e-142	RPL15P2
379.889223174689	-7.99480891030545	0.314057417207497	-25.4565199618365	5.97846319940098e-143	2.10367173828922e-140	CH17-478G19.2
238.772947273642	-5.68279893142215	0.223315734342108	-25.4473736396755	7.54823307012019e-143	2.60943741485471e-140	FAM35DP
152.167339492631	-5.10571412316087	0.201457689061611	-25.3438533269356	1.05039778761648e-141	3.56863593189359e-139	Z84812.4
197.782287795403	5.3335014111967	0.210743159560399	25.3080641968268	2.60379953791252e-141	8.69624913467225e-139	INAFM1
293.11241949871	4.56876313872769	0.180712808412079	25.2818999321263	5.0522187488445e-141	1.65923284076635e-138	ZNF12
1357.28438435707	3.98636528705125	0.15787220023715	25.2505842134529	1.11595273968484e-140	3.60489323532619e-138	YWHAH
517.840118986483	-5.51786869852126	0.218909541812916	-25.2061589130589	3.42890832000232e-140	1.0897844910588e-137	RP11-15J10.1
169.240049384419	-4.94915110915402	0.196382540133924	-25.2015841417415	3.84865920286379e-140	1.20377507289573e-137	SERF1B
107.277907530095	6.15366839985121	0.244534308202285	25.1648467860827	9.72153774917196e-140	2.99317033355365e-137	CTD-2073O6.1
214.845417145237	-7.53337253869274	0.299950151850225	-25.1154149855353	3.37515325182027e-139	1.02319068964798e-136	KB-1027C11.4
237.332784958213	-6.73975033465195	0.268617678865589	-25.0904942783918	6.31554292568186e-139	1.88557232349335e-136	RPL12P41
166.051829337376	5.42805452536081	0.216766644797783	25.0410044886035	2.18779779541027e-138	6.43441127739692e-136	MAGEH1
445.146287004456	4.15971001042834	0.166326232516676	25.0093442717238	4.83779500687339e-138	1.40189339133e-135	DCP2
168.54292094819	-4.66484779181462	0.186578791680391	-25.0020259526896	5.81098655079726e-138	1.65949985483275e-135	SLX1A-SULT1A3
